fpr,tpr
0.0,0.0
0.0,0.0003059975520195838
0.0,0.013769889840881273
0.0,0.013922888616891066
0.0,0.016370869033047734
0.0,0.016829865361077112
0.0,0.025091799265605876
0.0,0.025244798041615668
0.0,0.02555079559363525
5.750431282346176e-05,0.02555079559363525
5.750431282346176e-05,0.029528763769889842
5.750431282346176e-05,0.029987760097919217
5.750431282346176e-05,0.03274173806609547
5.750431282346176e-05,0.033200734394124846
5.750431282346176e-05,0.03442472460220318
5.750431282346176e-05,0.03488372093023256
0.00017251293847038527,0.03488372093023256
0.00017251293847038527,0.03518971848225214
0.00023001725129384704,0.03518971848225214
0.00023001725129384704,0.03702570379436965
0.0002875215641173088,0.03702570379436965
0.0002875215641173088,0.03733170134638923
0.00034502587694077054,0.03733170134638923
0.00034502587694077054,0.03763769889840881
0.00040253018976423233,0.03763769889840881
0.00040253018976423233,0.04039167686658507
0.00046003450258769407,0.04039167686658507
0.00046003450258769407,0.04130966952264382
0.0005750431282346176,0.04130966952264382
0.0006325474410580794,0.04146266829865361
0.0006325474410580794,0.04268665850673194
0.0006900517538815411,0.04268665850673194
0.0006900517538815411,0.043298653610771114
0.0006900517538815411,0.043451652386780906
0.0007475560667050029,0.0436046511627907
0.0007475560667050029,0.04513463892288862
0.0008050603795284647,0.04513463892288862
0.0008050603795284647,0.0454406364749082
0.0008050603795284647,0.045593635250917995
0.0008050603795284647,0.04620563035495716
0.0008625646923519264,0.04620563035495716
0.0008625646923519264,0.046511627906976744
0.0009200690051753881,0.046664626682986536
0.0009200690051753881,0.04788861689106487
0.00097757331799885,0.04788861689106487
0.00097757331799885,0.048194614443084455
0.00097757331799885,0.04834761321909425
0.00097757331799885,0.049877600979192166
0.0010350776308223116,0.049877600979192166
0.0010350776308223116,0.05232558139534884
0.0010925819436457735,0.05232558139534884
0.0010925819436457735,0.05263157894736842
0.0010925819436457735,0.05278457772337821
0.0010925819436457735,0.0549265605875153
0.0011500862564692352,0.0549265605875153
0.0011500862564692352,0.055232558139534885
0.0011500862564692352,0.05538555691554468
0.0011500862564692352,0.059057527539779685
0.0011500862564692352,0.059516523867809056
0.0011500862564692352,0.0680844553243574
0.0012075905692926969,0.0680844553243574
0.0012075905692926969,0.06961444308445533
0.0012650948821161588,0.06961444308445533
0.0012650948821161588,0.07022643818849449
0.0013225991949396205,0.07022643818849449
0.0013801035077630822,0.07037943696450429
0.0013801035077630822,0.07160342717258263
0.001437607820586544,0.07160342717258263
0.001437607820586544,0.07435740514075888
0.0014951121334100057,0.07435740514075888
0.0014951121334100057,0.0755813953488372
0.0015526164462334674,0.075734394124847
0.0015526164462334674,0.07787637698898409
0.001667625071880391,0.07787637698898409
0.001667625071880391,0.07848837209302326
0.0017251293847038527,0.07848837209302326
0.0017826336975273146,0.07864137086903304
0.001897642323174238,0.07864137086903304
0.001897642323174238,0.08078335373317014
0.0020126509488211618,0.08078335373317014
0.0020126509488211618,0.08476132190942473
0.002127659574468085,0.08476132190942473
0.002127659574468085,0.08629130966952264
0.002185163887291547,0.08644430844553244
0.0022426682001150085,0.08644430844553244
0.0022426682001150085,0.08766829865361077
0.0023001725129384704,0.08766829865361077
0.0023001725129384704,0.08950428396572828
0.0023576768257619323,0.08965728274173806
0.0023576768257619323,0.09241126070991432
0.0023576768257619323,0.0928702570379437
0.0023576768257619323,0.09348225214198286
0.0024151811385853938,0.09363525091799266
0.0024151811385853938,0.09638922888616891
0.0025301897642323176,0.09638922888616891
0.0025301897642323176,0.09853121175030599
0.002587694077055779,0.09868421052631579
0.002702702702702703,0.09868421052631579
0.002702702702702703,0.10113219094247246
0.002702702702702703,0.10159118727050184
0.002702702702702703,0.10312117503059975
0.0028177113283496262,0.10312117503059975
0.0028177113283496262,0.10342717258261934
0.0029327199539965496,0.10342717258261934
0.0029327199539965496,0.10618115055079559
0.0029327199539965496,0.10664014687882498
0.0029327199539965496,0.10755813953488372
0.0030477285796434734,0.10755813953488372
0.0030477285796434734,0.1078641370869033
0.003105232892466935,0.1078641370869033
0.003105232892466935,0.11061811505507955
0.0031627372052903968,0.11061811505507955
0.0031627372052903968,0.11153610771113831
0.00327774583093732,0.11153610771113831
0.00327774583093732,0.11276009791921665
0.003335250143760782,0.11276009791921665
0.003335250143760782,0.11306609547123624
0.003392754456584244,0.11321909424724602
0.003392754456584244,0.1153610771113831
0.0034502587694077054,0.1155140758873929
0.0034502587694077054,0.11582007343941249
0.0035077630822311673,0.11582007343941249
0.0035077630822311673,0.11673806609547123
0.0035077630822311673,0.11719706242350061
0.0035077630822311673,0.11780905752753978
0.0035077630822311673,0.11796205630354957
0.0035077630822311673,0.12071603427172582
0.003565267395054629,0.12086903304773562
0.003565267395054629,0.1211750305997552
0.0036227717078780907,0.12132802937576499
0.0036802760207015526,0.12132802937576499
